39996,v,0.101691,-0.378357,1.387002
39997,v,0.076651,-0.362356,1.388421
39998,v,0.108375,-0.356767,1.38235
39999,v,-0.045277,-0.353491,1.475136
40000,v,-0.048338,-0.330931,1.474537
40001,v,-0.02425,-0.344695,1.49927
40002,v,0.065238,-0.357423,1.388326
40003,v,0.069497,-0.345191,1.390217
40004,v,0.047213,-0.380923,1.381108
40005,v,-0.093807,-0.319648,1.434256
40006,v,-0.081148,-0.324558,1.470254
40007,v,-0.077617,-0.335344,1.451535
40008,v,-0.132359,-0.345945,1.403315
40009,v,-0.129317,-0.320819,1.410662
40010,v,-0.113149,-0.327762,1.408413
40011,v,-0.144049,-0.329905,1.392696
40012,v,-0.106757,-0.311712,1.425535
40013,v,-0.105212,-0.31992,1.415988
40014,v,-0.141361,-0.348909,1.393526
40015,v,-0.146548,-0.342746,1.392376
40016,v,-0.161446,-0.326186,1.382501
40017,v,-0.178331,-0.324055,1.380626
40018,v,-0.180559,-0.317691,1.367947
40019,v,-0.143153,-0.352825,1.393506
40020,v,0.055983,-0.370538,1.409375
40021,v,-0.028238,-0.387033,1.391689
40022,v,-0.013062,-0.373204,1.38584
40023,v,0.07747,-0.325181,1.396295
40024,v,0.080951,-0.337919,1.389778
40025,v,0.071504,-0.327119,1.393716
40026,v,-0.104279,-0.338057,1.427121
40027,v,-0.037079,-0.366766,1.378618
40028,v,-0.031662,-0.368767,1.394551
40029,v,-0.047639,-0.377725,1.404173
40030,v,-0.069759,-0.398378,1.426619
40031,v,0.000239,-0.37246,1.469883
40032,v,0.046498,-0.385982,1.465727
40033,v,0.068167,-0.330441,1.391022
40034,v,0.028147,-0.377322,1.398923
40035,v,0.018123,-0.376569,1.392458
40036,v,-0.007756,-0.370474,1.405963
40037,v,0.050889,-0.342928,1.549054
40038,v,0.030576,-0.34581,1.527564
40039,v,0.046062,-0.335062,1.538282
40040,v,0.035005,-0.310607,1.556209
40041,v,-0.095608,-0.357457,1.4664
40042,v,0.034984,-0.381229,1.498135
40043,v,0.028768,-0.366299,1.504969
40044,v,0.042464,-0.372701,1.515543
40045,v,0.053298,-0.370072,1.517119
40046,v,0.038176,-0.370688,1.516113
40047,v,-0.01715,-0.345244,1.524435
40048,v,0.059019,-0.380314,1.507713
40049,v,0.076177,-0.392657,1.393988
40050,v,0.090049,-0.377015,1.406764
40051,v,0.058107,-0.363622,1.552301
40052,v,0.053772,-0.306789,1.594864
40053,v,0.042155,-0.287447,1.580173
40054,v,0.046093,-0.272803,1.597021
40055,v,0.032338,-0.249305,1.598376
40056,v,0.064515,-0.330065,1.57217
40057,v,0.045005,-0.273919,1.614179
40058,v,-0.156853,-0.344963,1.39475
40059,v,-0.05112,-0.330782,1.487931
40060,v,-0.159775,-0.337621,1.414848
40061,v,-0.111793,-0.317952,1.412161
40062,v,-0.111075,-0.312734,1.417952
40063,v,-0.066141,-0.3724,1.476807
40064,v,-0.063136,-0.337516,1.507438
40065,v,-0.046608,-0.403124,1.399936
40066,v,-0.013248,-0.400849,1.402532
42183,v,0.361374,-0.391722,1.151129
42184,v,0.366455,-0.397325,1.150496
42185,v,0.373717,-0.384876,1.158675
42186,v,0.383153,-0.384079,1.160286
42187,v,0.391344,-0.389306,1.166778
42188,v,0.389502,-0.379159,1.166818
42189,v,0.312593,-0.218538,1.108395
42190,v,0.299346,-0.194491,1.069096
42191,v,0.304683,-0.246054,1.066965
42192,v,0.290199,-0.334524,1.020404
42193,v,0.298041,-0.344042,1.018613
42194,v,0.312215,-0.313386,1.039795
42195,v,0.285702,-0.34259,1.011778
42196,v,0.158539,-0.282765,1.040702
42197,v,0.135832,-0.269076,1.029276
42198,v,0.143775,-0.28482,1.020633
42199,v,0.16245,-0.276618,1.049439
42200,v,0.250209,-0.341922,0.962161
42201,v,0.254311,-0.333737,0.969019
42202,v,0.246844,-0.340603,0.958338
42203,v,0.256105,-0.339078,0.968992
42204,v,0.272034,-0.409523,1.019024
42205,v,0.259069,-0.408745,1.058665
42206,v,0.266339,-0.404525,1.033374
42207,v,0.36171,-0.385315,1.15074
42208,v,0.356336,-0.388761,1.140414
42209,v,0.388605,-0.364693,1.159072
42210,v,0.392329,-0.365043,1.160472
42211,v,0.386696,-0.376179,1.138116
42212,v,0.390501,-0.361448,1.16781
42213,v,0.279895,-0.336274,1.012399
42214,v,0.286196,-0.326902,1.024564
42215,v,0.362721,-0.38501,1.124459
42216,v,0.380167,-0.370777,1.155614
42217,v,0.368161,-0.380186,1.153959
42218,v,0.255478,-0.40797,1.04219
42219,v,0.212678,-0.402684,1.090984
42220,v,0.232839,-0.407395,1.101223
42221,v,0.210564,-0.310751,0.980108
42222,v,0.171097,-0.286656,0.989249
42223,v,0.230916,-0.347573,0.967192
42224,v,0.275881,-0.269431,1.040684
42225,v,0.262871,-0.260655,1.034482
42226,v,0.265242,-0.267475,1.035284
42227,v,0.272045,-0.341572,0.989838
42228,v,0.284212,-0.389998,0.981178
42229,v,0.302035,-0.386296,0.997784
42230,v,0.294099,-0.381574,0.978064
42231,v,0.267186,-0.410227,1.019773
42232,v,0.394456,-0.402804,1.162855
42233,v,0.396617,-0.409976,1.161313
42234,v,0.399747,-0.408767,1.165502
42235,v,0.272719,-0.392844,0.983978
42236,v,0.272989,-0.407808,0.994972
42237,v,0.278934,-0.408195,0.99312
42238,v,0.274872,-0.409354,1.005728
42239,v,0.271759,-0.404815,0.999294
42240,v,0.360379,-0.392092,1.071635
42241,v,0.268559,-0.235834,1.033354
42242,v,0.278155,-0.219676,1.041375
42243,v,0.271341,-0.209017,1.022262
42244,v,0.277305,-0.335714,1.0063
42245,v,0.276138,-0.329623,1.011537
42246,v,0.364634,-0.271722,1.084743
42247,v,0.364998,-0.241164,1.117275
42248,v,0.339256,-0.241582,1.103694
42249,v,0.214492,-0.282793,1.004666
42250,v,0.200263,-0.284665,1.005471
42251,v,0.217625,-0.299507,0.988345
42252,v,0.302362,-0.107882,1.026575
42253,v,0.263229,-0.199171,0.987338
42254,v,0.285538,-0.170325,1.011108
42255,v,0.209913,-0.250517,1.000453
42256,v,0.192764,-0.269139,1.00703
42257,v,0.23791,-0.241511,1.002068
42258,v,0.249371,-0.27168,1.018446
42259,v,0.344304,-0.113446,1.070934
42260,v,0.33632,-0.126902,1.073991
42261,v,0.332742,-0.119309,1.107575
42262,v,0.323064,-0.150782,1.073777
42263,v,0.394486,-0.366814,1.169773
42264,v,0.392443,-0.365518,1.171369
42265,v,0.398947,-0.379967,1.180925
42266,v,0.290967,-0.348438,1.010484
42267,v,0.298597,-0.354673,1.007352
42268,v,0.328228,-0.363096,1.012687
42269,v,0.375485,-0.375925,1.15898
42270,v,0.396851,-0.40062,1.174642
42271,v,0.385055,-0.39651,1.198183
42272,v,0.381297,-0.396462,1.155776
42273,v,0.373359,-0.403064,1.153426
42274,v,0.386494,-0.371096,1.167064
42275,v,0.388537,-0.390973,1.20616
42276,v,0.392664,-0.382257,1.220517
42277,v,0.38439,-0.408871,1.178085
42278,v,0.346168,-0.39702,1.010872
42279,v,0.332024,-0.400773,1.021762
42280,v,0.365934,-0.408202,1.152253
42281,v,0.376502,-0.410826,1.163187
42282,v,0.385199,-0.40777,1.155496
42283,v,0.410039,-0.372647,1.158139
42284,v,0.384493,-0.36446,1.164886
42285,v,0.395841,-0.408394,1.175407
42286,v,0.277475,-0.3158,1.024442
42287,v,0.286632,-0.318297,1.030041
42288,v,0.381537,-0.377072,1.162928
42289,v,0.356807,-0.402366,1.146737
42290,v,0.3955,-0.412092,1.1665
42291,v,0.37095,-0.379682,1.159486
42292,v,0.365667,-0.382499,1.155989
42293,v,0.173014,-0.276911,1.053742
42294,v,0.169379,-0.282501,1.049802
42295,v,0.167539,-0.272604,1.03893
42296,v,0.34229,-0.229781,1.123296
42297,v,0.366101,-0.214499,1.133882
42298,v,0.337018,-0.210855,1.138764
42299,v,0.319704,-0.140241,1.035349
42300,v,0.142563,-0.391788,1.150276
42301,v,0.158265,-0.388444,1.078073
42302,v,0.318631,-0.168547,1.122453
42303,v,0.269846,-0.291872,1.027816
42304,v,0.265413,-0.272135,1.033521
42305,v,0.431733,-0.382172,1.122076
42306,v,0.365401,-0.385397,1.031595
42307,v,0.333203,-0.393294,1.006952
42308,v,0.298464,-0.401285,1.043036
42309,v,0.293918,-0.367075,0.991739
42310,v,0.28897,-0.353071,0.998404
42311,v,0.350977,-0.399079,1.134233
42312,v,0.168891,-0.289033,1.032329
42313,v,0.116087,-0.379231,1.101609
42314,v,0.252251,-0.407918,1.118016
42315,v,0.256106,-0.40681,1.069313
42316,v,0.335766,-0.400716,1.117387
42317,v,0.262657,-0.253403,1.033469
42318,v,0.255416,-0.241086,1.01662
42319,v,0.266592,-0.309892,1.009216
42320,v,0.283392,-0.30369,1.03422
42321,v,0.267625,-0.405043,1.061314
42322,v,0.285729,-0.348788,1.006364
42323,v,0.241828,-0.313997,0.98349
42324,v,0.271266,-0.406198,1.102763
42325,v,0.303754,-0.405204,1.101859
42326,v,0.285042,-0.399387,1.001991
42327,v,0.243989,-0.344572,0.966754
42328,v,0.250241,-0.346069,0.971941
42329,v,0.270215,-0.364768,0.972471
